Status,Opportunity,Billing Request: Billing Request Identifier,Billing Request: Created By,Billing Request: Created Date,Billing Request: Last Modified Date,Purpose of Request,Billing Request: ID,Defect Reason Codes,Months of Service,Defect Root Cause
Complete,WNBA Incremental Scatter 2026,Billing Request- 00102944,Connor Mora,4/27/2026,5/4/2026,Invoice Revision: Credit/Rebill,a6JXt4947086,,Mar,Missing supporting documentation from vendor.
Complete,NFL Prime Video 2025,Billing Request- 00102945,Laura Jenkins,10/31/2025,11/24/2025,Invoice Revision: Credit/Rebill,a6JHn1956777,Other Invoice Details,Jul; Aug,Client requested retroactive billing adjustments.
Complete,Global Consumer Products 2025,Billing Request- 00102946,Angelica Herrera Calvo,7/11/2025,7/12/2025,Invoice Revision: Missed Billing,a6JXt7702476,,Dec,Finance validation process delay.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00102947,Kevin Parker,8/2/2025,11/1/2025,Invoice Revision: Credit/Rebill,a6Jat6458551,Incorrect Invoice Amount,Mar,Late media plan changes from client.
Ready for Work,NBA Playoffs Campaign 2025,Billing Request- 00102948,Angelica Herrera Calvo,7/3/2025,8/8/2025,Invoice Revision: Credit/Rebill,a6JHn2691506,,Jul,Client requested retroactive billing adjustments.
Complete,NASCAR Apex 2025 2025,Billing Request- 00102949,Connor Mora,11/10/2025,11/19/2025,Invoice Revision: Credit/Rebill,a6JXt6945631,Agency Revision Request,Apr,Client requested retroactive billing adjustments.
Complete,NASCAR P&Q 2025,Billing Request- 00102950,Melissa Grant,9/12/2025,10/22/2025,Invoice Copy,a6JHn4848331,,Dec,Client requested retroactive billing adjustments.
Complete,NASCAR P&Q 2026,Billing Request- 00102951,Angelica Herrera Calvo,3/27/2026,5/9/2026,Invoice Revision: Credit/Rebill,a6Jat3359997,Incorrect Invoice Amount,May,Missing supporting documentation from vendor.
Remove/Inactive,NWSL Halftime Sponsorship 2026,Billing Request- 00102952,Angelica Herrera Calvo,5/5/2026,5/5/2026,Invoice Revision: Credit/Rebill,a6JXt3893887,Agency Revision Request,Nov; Dec,Incorrect legal terms delayed PTS.
Complete,NFL Prime Video 2024,Billing Request- 00102953,Laura Jenkins,2/11/2024,4/8/2024,Invoice Revision: Missed Billing,a6JXt8434324,Missing Backup Documentation,Apr,Incorrect legal terms delayed PTS.
Complete,Streaming Bundle Initiative 2026,Billing Request- 00102954,Connor Mora,4/23/2026,5/7/2026,Invoice Revision: Missed Billing,a6Jat2179945,Incorrect Invoice Amount,Jul,Manual billing entry issue.
Complete,Streaming Bundle Initiative 2026,Billing Request- 00102955,Kevin Parker,1/27/2026,5/9/2026,Invoice Revision: Credit/Rebill,a6JHn6609114,Incorrect Invoice Amount,Jan,Client requested retroactive billing adjustments.
Complete,Confluence Academy 2024,Billing Request- 00102956,Connor Mora,9/29/2024,10/12/2024,Invoice Revision: Credit/Rebill,a6JXt7244866,Agency Revision Request,Feb,Client requested retroactive billing adjustments.
Complete,NASCAR P&Q 2024,Billing Request- 00102957,Gabo Munoz,9/13/2024,10/3/2024,Invoice Revision: Credit/Rebill,a6Jat8511820,Missing Backup Documentation,Sep; Oct,Late media plan changes from client.
Complete,Streaming Bundle Initiative 2026,Billing Request- 00102958,Tyler Ward,1/17/2026,3/13/2026,Invoice Revision: Missed Billing,a6JXt4213844,,Mar,Late media plan changes from client.
Complete,NFL Prime Video 2025,Billing Request- 00102959,Elena Salazar Castillo,10/21/2025,12/22/2025,Invoice Copy,a6JHn4149216,Agency Revision Request,Jul; Aug,Late media plan changes from client.
Complete,NASCAR P&Q 2024,Billing Request- 00102960,Gabo Munoz,4/14/2024,5/24/2024,Invoice Revision: Credit/Rebill,a6Jat1754714,Incorrect Invoice Amount,Jan; Feb,Client requested retroactive billing adjustments.
Complete,NFL Prime Video 2024,Billing Request- 00102961,Kevin Parker,11/18/2024,12/26/2024,Invoice Revision: Credit/Rebill,a6JHn8637240,Incorrect Invoice Amount,May,Client requested retroactive billing adjustments.
Complete,NBA Playoffs Campaign 2025,Billing Request- 00102962,Tyler Ward,3/17/2025,6/13/2025,Invoice Revision: Credit/Rebill,a6JXt8788870,Agency Revision Request,Mar,Finance validation process delay.
Complete,Streaming Bundle Initiative 2025,Billing Request- 00102963,Melissa Grant,2/9/2025,5/11/2025,Invoice Revision: Missed Billing,a6JHn9239400,Late Billing Submission,May; Jun,Invoice details mismatch with approved campaign.
Complete,NWSL Prime Video 2026,Billing Request- 00102964,Sofia Morales,2/25/2026,5/1/2026,Invoice Revision: Credit/Rebill,a6Jat2409698,PO / IO Mismatch,Aug,Finance validation process delay.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00102965,Kevin Parker,3/24/2025,3/30/2025,Invoice Revision: Credit/Rebill,a6JHn2961408,Incorrect Invoice Amount,Nov,Invoice details mismatch with approved campaign.
Complete,Confluence Academy 2025,Billing Request- 00102966,Elena Salazar Castillo,7/29/2025,11/25/2025,Invoice Revision: Missed Billing,a6JXt4747132,Other Invoice Details,Nov; Dec,
Complete,Streaming Bundle Initiative 2026,Billing Request- 00102967,Connor Mora,1/8/2026,3/13/2026,Invoice Revision: Missed Billing,a6Jat5160331,Incorrect Invoice Amount,Jul; Aug,Invoice details mismatch with approved campaign.
Complete,Confluence Academy 2025,Billing Request- 00102968,Melissa Grant,11/14/2025,12/9/2025,Invoice Revision: Credit/Rebill,a6JHn5000124,Agency Revision Request,May,Client requested retroactive billing adjustments.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00102969,Connor Mora,5/23/2025,9/6/2025,Invoice Revision: Credit/Rebill,a6Jat8517170,Agency Revision Request,Nov,Late media plan changes from client.
Waiting on Someone Else,Global Consumer Products 2024,Billing Request- 00102970,Gabo Munoz,7/29/2024,8/28/2024,Invoice Revision: Missed Billing,a6Jat3353382,Agency Revision Request,May; Jun,Incorrect legal terms delayed PTS.
Complete,Global Consumer Products 2026,Billing Request- 00102971,Laura Jenkins,2/20/2026,4/20/2026,Invoice Revision: Missed Billing,a6JHn7023714,Agency Revision Request,Nov,Manual billing entry issue.
Complete,Prime Sports NFL 2025,Billing Request- 00102972,Andrew Rivera,5/17/2025,6/23/2025,Invoice Revision: Missed Billing,a6JXt7932005,Late Billing Submission,Sep; Oct,
Remove/Inactive,NBA Playoffs Campaign 2025,Billing Request- 00102973,Andrew Rivera,10/28/2025,2/24/2026,Invoice Revision: Missed Billing,a6Jat1649264,,May,Client requested retroactive billing adjustments.
Complete,Global Consumer Products 2026,Billing Request- 00102974,Elena Salazar Castillo,1/6/2026,4/15/2026,Invoice Copy,a6Jat3915675,Late Billing Submission,Apr,Finance validation process delay.
Complete,TNF Sponsorship 2025,Billing Request- 00102975,Sofia Morales,9/9/2025,11/17/2025,Invoice Revision: Missed Billing,a6JXt6211425,Late Billing Submission,Mar; Apr,Finance validation process delay.
Remove/Inactive,NASCAR P&Q 2024,Billing Request- 00102976,Andrew Rivera,8/2/2024,9/4/2024,Invoice Revision: Credit/Rebill,a6JHn6043550,Other Invoice Details,Sep,
Complete,Amazon TNF 2024 2025,Billing Request- 00102977,Angelica Herrera Calvo,2/12/2025,2/27/2025,Invoice Revision: Credit/Rebill,a6Jat4874370,Missing Backup Documentation,Nov,Finance validation process delay.
Complete,WNBA Incremental Scatter 2026,Billing Request- 00102978,Sofia Morales,3/15/2026,5/7/2026,Invoice Revision: Credit/Rebill,a6JHn8099188,PO / IO Mismatch,Jul; Aug,Late media plan changes from client.
Complete,WNBA Incremental Scatter 2025,Billing Request- 00102979,Andrew Rivera,12/14/2025,12/22/2025,Invoice Copy,a6JXt2696190,Late Billing Submission,Sep; Oct,Agency submitted updated invoice mapping.
Complete,NASCAR Apex 2025 2024,Billing Request- 00102980,Angelica Herrera Calvo,10/20/2024,11/10/2024,Invoice Revision: Missed Billing,a6Jat2766340,Other Invoice Details,Mar,
Complete,NBA Playoffs Campaign 2025,Billing Request- 00102981,Laura Jenkins,5/28/2025,6/29/2025,Invoice Revision: Credit/Rebill,a6JHn7357817,Other Invoice Details,Sep; Oct,Incorrect legal terms delayed PTS.
Complete,Prime Sports NFL 2024,Billing Request- 00102982,Elena Salazar Castillo,7/7/2024,9/22/2024,Invoice Revision: Credit/Rebill,a6Jat8722454,Missing Backup Documentation,May,Invoice details mismatch with approved campaign.
Complete,NASCAR P&Q 2026,Billing Request- 00102983,Angelica Herrera Calvo,5/1/2026,5/9/2026,Invoice Revision: Credit/Rebill,a6JXt3597713,Other Invoice Details,Mar,Invoice details mismatch with approved campaign.
Complete,Amazon TNF 2024 2024,Billing Request- 00102984,Connor Mora,11/22/2024,12/1/2024,Invoice Revision: Credit/Rebill,a6Jat9200706,Missing Backup Documentation,Jan; Feb,Manual billing entry issue.
Complete,NBA Playoffs Campaign 2024,Billing Request- 00102985,Melissa Grant,1/17/2024,3/4/2024,Invoice Revision: Missed Billing,a6JHn3750627,,May; Jun,Manual billing entry issue.
Complete,NBA League Pass 2025,Billing Request- 00102986,Connor Mora,7/7/2025,10/20/2025,Invoice Revision: Credit/Rebill,a6JHn3011908,,Mar; Apr,Incorrect legal terms delayed PTS.
Complete,Global Consumer Products 2026,Billing Request- 00102987,Sofia Morales,3/22/2026,5/5/2026,Invoice Revision: Credit/Rebill,a6JXt2430612,Incorrect Invoice Amount,Nov,Invoice details mismatch with approved campaign.
Complete,Amazon NBA Live Sports 2024,Billing Request- 00102988,Gabo Munoz,6/11/2024,8/19/2024,Invoice Revision: Missed Billing,a6JXt7186497,PO / IO Mismatch,Apr,Late media plan changes from client.
Complete,NBA Playoffs Campaign 2026,Billing Request- 00102989,Laura Jenkins,3/21/2026,3/26/2026,Invoice Revision: Credit/Rebill,a6JHn4858589,PO / IO Mismatch,Feb,Manual billing entry issue.
Complete,WNBA Incremental Scatter 2026,Billing Request- 00102990,Gabo Munoz,3/27/2026,5/4/2026,Invoice Copy,a6JHn6304154,,Jul; Aug,
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00102991,Laura Jenkins,12/17/2024,4/9/2025,Invoice Revision: Missed Billing,a6JHn3206368,Missing Backup Documentation,Sep,Finance validation process delay.
Complete,NASCAR Apex 2025 2025,Billing Request- 00102992,Gabo Munoz,9/5/2025,10/8/2025,Invoice Revision: Credit/Rebill,a6JXt5115149,Incorrect Invoice Amount,Mar; Apr,Late media plan changes from client.
Complete,Prime Sports NFL 2026,Billing Request- 00102993,Elena Salazar Castillo,1/13/2026,3/10/2026,Invoice Revision: Missed Billing,a6Jat7546043,PO / IO Mismatch,Mar; Apr,Agency submitted updated invoice mapping.
Complete,Amazon NBA Live Sports 2026,Billing Request- 00102994,Elena Salazar Castillo,4/28/2026,5/7/2026,Invoice Revision: Credit/Rebill,a6JXt6899477,Agency Revision Request,Jan; Feb,Client requested retroactive billing adjustments.
Complete,TNF Sponsorship 2025,Billing Request- 00102995,Laura Jenkins,3/13/2025,3/29/2025,Invoice Revision: Credit/Rebill,a6JHn5249352,Agency Revision Request,Jul,Missing supporting documentation from vendor.
Complete,Retail Media Expansion 2024,Billing Request- 00102996,Gabo Munoz,8/10/2024,8/18/2024,Invoice Revision: Missed Billing,a6JHn8864063,Late Billing Submission,May,Missing supporting documentation from vendor.
Complete,NWSL Prime Video 2026,Billing Request- 00102997,Tyler Ward,4/3/2026,5/9/2026,Invoice Revision: Missed Billing,a6Jat4650833,Incorrect Invoice Amount,Feb,Manual billing entry issue.
Complete,Global Consumer Products 2025,Billing Request- 00102998,Elena Salazar Castillo,12/21/2025,3/31/2026,Invoice Revision: Missed Billing,a6JXt9911449,Incorrect Invoice Amount,May,Finance validation process delay.
Complete,Amazon NBA Live Sports 2025,Billing Request- 00102999,Kevin Parker,7/3/2025,7/23/2025,Invoice Revision: Missed Billing,a6JXt5439172,Late Billing Submission,Sep,Invoice details mismatch with approved campaign.
Complete,DirecTV NASCAR Campaign 2026,Billing Request- 00103000,Connor Mora,3/20/2026,5/4/2026,Invoice Revision: Missed Billing,a6JXt9507289,Missing Backup Documentation,May; Jun,Manual billing entry issue.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00103001,Connor Mora,9/10/2025,12/10/2025,Invoice Revision: Missed Billing,a6Jat8372728,PO / IO Mismatch,Aug,Agency submitted updated invoice mapping.
Complete,NBA Playoffs Campaign 2026,Billing Request- 00103002,Andrew Rivera,3/13/2026,5/9/2026,Invoice Revision: Credit/Rebill,a6JXt3169994,Late Billing Submission,Apr,Finance validation process delay.
Remove/Inactive,TNF Sponsorship 2025,Billing Request- 00103003,Laura Jenkins,5/19/2025,8/18/2025,Invoice Revision: Credit/Rebill,a6JHn6643124,Other Invoice Details,Mar,Agency submitted updated invoice mapping.
Remove/Inactive,Amazon TNF 2024 2025,Billing Request- 00103004,Sofia Morales,4/29/2025,7/3/2025,Invoice Revision: Credit/Rebill,a6Jat3202126,Agency Revision Request,Jun,Client requested retroactive billing adjustments.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00103005,Andrew Rivera,11/29/2025,1/6/2026,Invoice Revision: Missed Billing,a6JXt3262103,,Mar; Apr,Finance validation process delay.
Complete,NBA Playoffs Campaign 2025,Billing Request- 00103006,Angelica Herrera Calvo,5/20/2025,6/13/2025,Invoice Revision: Credit/Rebill,a6Jat8663942,Agency Revision Request,May,Finance validation process delay.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00103007,Gabo Munoz,4/21/2025,7/8/2025,Invoice Copy,a6Jat1688945,Missing Backup Documentation,Jan; Feb,Client requested retroactive billing adjustments.
Ready for Work,NASCAR P&Q 2025,Billing Request- 00103008,Melissa Grant,3/26/2025,4/4/2025,Invoice Revision: Missed Billing,a6JXt9756449,PO / IO Mismatch,Jan; Feb,Invoice details mismatch with approved campaign.
Complete,NASCAR Apex 2025 2024,Billing Request- 00103009,Tyler Ward,9/11/2024,9/20/2024,Invoice Revision: Credit/Rebill,a6Jat6974305,Other Invoice Details,Nov; Dec,
Complete,WNBA Incremental Scatter 2024,Billing Request- 00103010,Andrew Rivera,10/11/2024,12/9/2024,Invoice Revision: Credit/Rebill,a6JHn1868046,PO / IO Mismatch,Jul,Manual billing entry issue.
Remove/Inactive,Amazon NBA Live Sports 2025,Billing Request- 00103011,Elena Salazar Castillo,4/27/2025,5/11/2025,Invoice Revision: Missed Billing,a6JHn2436716,PO / IO Mismatch,Nov,Client requested retroactive billing adjustments.
Complete,NWSL Prime Video 2026,Billing Request- 00103012,Sofia Morales,2/10/2026,5/9/2026,Invoice Revision: Missed Billing,a6JXt1449635,Missing Backup Documentation,Mar; Apr,
Complete,Prime Sports NFL 2025,Billing Request- 00103013,Connor Mora,1/1/2025,3/20/2025,Invoice Revision: Credit/Rebill,a6JXt9012615,,Jun,Incorrect legal terms delayed PTS.
Complete,NBA Playoffs Campaign 2025,Billing Request- 00103014,Gabo Munoz,5/23/2025,7/7/2025,Invoice Revision: Missed Billing,a6JHn7937827,Missing Backup Documentation,Aug,Manual billing entry issue.
Blocked,Streaming Bundle Initiative 2024,Billing Request- 00103015,Kevin Parker,6/16/2024,9/28/2024,Invoice Revision: Credit/Rebill,a6JHn8473910,Other Invoice Details,Jul,Agency submitted updated invoice mapping.
Waiting on Someone Else,Confluence Academy 2024,Billing Request- 00103016,Connor Mora,10/9/2024,12/16/2024,Invoice Revision: Missed Billing,a6JXt5748109,Late Billing Submission,Nov,Client requested retroactive billing adjustments.
Complete,WNBA Incremental Scatter 2024,Billing Request- 00103017,Andrew Rivera,5/23/2024,6/8/2024,Invoice Revision: Credit/Rebill,a6JXt8100065,Agency Revision Request,Dec,
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00103018,Kevin Parker,9/6/2025,10/18/2025,Invoice Copy,a6Jat6683777,,Apr,Late media plan changes from client.
Ready for Work,NWSL Halftime Sponsorship 2025,Billing Request- 00103019,Melissa Grant,6/1/2025,8/20/2025,Invoice Revision: Credit/Rebill,a6JXt5886661,Missing Backup Documentation,May; Jun,Agency submitted updated invoice mapping.
Complete,Confluence Academy 2025,Billing Request- 00103020,Angelica Herrera Calvo,6/23/2025,7/7/2025,Invoice Revision: Missed Billing,a6Jat6175175,Agency Revision Request,Nov; Dec,Late media plan changes from client.
Complete,NASCAR Apex 2025 2026,Billing Request- 00103021,Angelica Herrera Calvo,3/24/2026,5/9/2026,Invoice Revision: Credit/Rebill,a6JHn5375335,Incorrect Invoice Amount,Jul,Late media plan changes from client.
Complete,NASCAR P&Q 2024,Billing Request- 00103022,Kevin Parker,7/12/2024,9/8/2024,Invoice Revision: Missed Billing,a6JXt8037458,PO / IO Mismatch,Dec,
Complete,Amazon TNF 2024 2025,Billing Request- 00103023,Tyler Ward,5/19/2025,8/7/2025,Invoice Revision: Missed Billing,a6JHn8679439,Late Billing Submission,Oct,Incorrect legal terms delayed PTS.
Complete,Streaming Bundle Initiative 2025,Billing Request- 00103024,Andrew Rivera,11/16/2025,12/17/2025,Invoice Revision: Missed Billing,a6Jat8625480,Other Invoice Details,Mar,Agency submitted updated invoice mapping.
Complete,Prime Sports NFL 2024,Billing Request- 00103025,Tyler Ward,4/18/2024,8/9/2024,Invoice Revision: Credit/Rebill,a6JXt9749939,Incorrect Invoice Amount,Aug,Finance validation process delay.
Complete,TNF Sponsorship 2025,Billing Request- 00103026,Laura Jenkins,5/19/2025,7/15/2025,Invoice Revision: Missed Billing,a6Jat7525972,Other Invoice Details,Sep; Oct,Finance validation process delay.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00103027,Andrew Rivera,10/24/2025,11/16/2025,Invoice Revision: Missed Billing,a6Jat3668171,Missing Backup Documentation,Nov,Finance validation process delay.
Remove/Inactive,NWSL Halftime Sponsorship 2024,Billing Request- 00103028,Gabo Munoz,7/5/2024,8/24/2024,Invoice Revision: Credit/Rebill,a6Jat1081531,PO / IO Mismatch,Nov,Finance validation process delay.
Complete,Confluence Academy 2025,Billing Request- 00103029,Laura Jenkins,10/22/2025,12/6/2025,Invoice Revision: Credit/Rebill,a6JHn4047223,,Jan; Feb,Missing supporting documentation from vendor.
Ready for Work,TNF Sponsorship 2024,Billing Request- 00103030,Kevin Parker,10/24/2024,1/2/2025,Invoice Revision: Missed Billing,a6Jat7832762,Other Invoice Details,Jul,Client requested retroactive billing adjustments.
Complete,Amazon NBA Live Sports 2024,Billing Request- 00103031,Laura Jenkins,5/17/2024,5/27/2024,Invoice Revision: Credit/Rebill,a6JXt9650043,Late Billing Submission,Nov; Dec,Late media plan changes from client.
Waiting on Someone Else,NWSL Prime Video 2025,Billing Request- 00103032,Melissa Grant,12/14/2025,3/2/2026,Invoice Revision: Credit/Rebill,a6JHn1729968,Other Invoice Details,Jan,Finance validation process delay.
Complete,NASCAR P&Q 2024,Billing Request- 00103033,Kevin Parker,7/12/2024,7/25/2024,Invoice Revision: Credit/Rebill,a6Jat5660351,Other Invoice Details,Jul; Aug,Late media plan changes from client.
Complete,NWSL Prime Video 2026,Billing Request- 00103034,Sofia Morales,3/14/2026,4/9/2026,Invoice Revision: Missed Billing,a6JHn4999043,Agency Revision Request,May; Jun,Missing supporting documentation from vendor.
Complete,NASCAR Apex 2025 2024,Billing Request- 00103035,Elena Salazar Castillo,2/10/2024,6/6/2024,Invoice Revision: Missed Billing,a6Jat6453173,Incorrect Invoice Amount,Sep; Oct,Missing supporting documentation from vendor.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00103036,Andrew Rivera,9/26/2025,10/16/2025,Invoice Revision: Credit/Rebill,a6JHn3857829,PO / IO Mismatch,Dec,Manual billing entry issue.
Complete,Streaming Bundle Initiative 2025,Billing Request- 00103037,Connor Mora,5/9/2025,5/23/2025,Invoice Revision: Credit/Rebill,a6JHn3886103,Agency Revision Request,Jun,Agency submitted updated invoice mapping.
Complete,Retail Media Expansion 2024,Billing Request- 00103038,Andrew Rivera,4/22/2024,7/5/2024,Invoice Revision: Credit/Rebill,a6Jat1239889,Agency Revision Request,Apr,Manual billing entry issue.
Complete,TNF Sponsorship 2026,Billing Request- 00103039,Melissa Grant,2/5/2026,5/1/2026,Invoice Copy,a6JHn6890588,Late Billing Submission,Jul; Aug,Incorrect legal terms delayed PTS.
Complete,Prime Sports NFL 2025,Billing Request- 00103040,Laura Jenkins,12/8/2025,1/12/2026,Invoice Revision: Credit/Rebill,a6Jat5977814,Late Billing Submission,Nov; Dec,Manual billing entry issue.
Complete,NASCAR Apex 2025 2025,Billing Request- 00103041,Melissa Grant,2/20/2025,4/13/2025,Invoice Revision: Credit/Rebill,a6JXt8551752,Incorrect Invoice Amount,Jul; Aug,Missing supporting documentation from vendor.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00103042,Tyler Ward,5/9/2025,7/10/2025,Invoice Revision: Credit/Rebill,a6JXt6738192,PO / IO Mismatch,Mar; Apr,Late media plan changes from client.
Complete,WNBA Incremental Scatter 2025,Billing Request- 00103043,Andrew Rivera,6/14/2025,10/11/2025,Invoice Revision: Credit/Rebill,a6JXt9714211,PO / IO Mismatch,May,
Complete,NASCAR Apex 2025 2025,Billing Request- 00103044,Connor Mora,3/15/2025,5/14/2025,Invoice Revision: Credit/Rebill,a6Jat8233072,Agency Revision Request,Nov; Dec,Invoice details mismatch with approved campaign.
Complete,Retail Media Expansion 2025,Billing Request- 00103045,Sofia Morales,8/1/2025,11/23/2025,Invoice Revision: Credit/Rebill,a6JXt4894990,Late Billing Submission,Sep,Client requested retroactive billing adjustments.
Ready for Work,NASCAR Apex 2025 2024,Billing Request- 00103046,Angelica Herrera Calvo,9/2/2024,9/20/2024,Invoice Revision: Credit/Rebill,a6JXt1627853,Missing Backup Documentation,Mar,Late media plan changes from client.
Remove/Inactive,Retail Media Expansion 2024,Billing Request- 00103047,Gabo Munoz,4/9/2024,4/21/2024,Invoice Revision: Missed Billing,a6Jat5056973,Other Invoice Details,Apr,Incorrect legal terms delayed PTS.
Complete,NWSL Prime Video 2026,Billing Request- 00103048,Andrew Rivera,3/9/2026,5/9/2026,Invoice Revision: Credit/Rebill,a6JHn9775661,Incorrect Invoice Amount,Dec,Agency submitted updated invoice mapping.
Complete,Streaming Bundle Initiative 2025,Billing Request- 00103049,Kevin Parker,7/2/2025,7/22/2025,Invoice Revision: Credit/Rebill,a6Jat7913356,Late Billing Submission,Sep,Invoice details mismatch with approved campaign.
Blocked,NASCAR P&Q 2025,Billing Request- 00103050,Sofia Morales,9/25/2025,10/23/2025,Invoice Copy,a6JXt4350726,Late Billing Submission,Mar,Manual billing entry issue.
Remove/Inactive,Streaming Bundle Initiative 2025,Billing Request- 00103051,Sofia Morales,7/23/2025,9/16/2025,Invoice Revision: Credit/Rebill,a6Jat6962643,Late Billing Submission,Sep,Incorrect legal terms delayed PTS.
Blocked,NBA League Pass 2025,Billing Request- 00103052,Kevin Parker,10/1/2025,1/28/2026,Invoice Revision: Credit/Rebill,a6Jat3058008,PO / IO Mismatch,Apr,Missing supporting documentation from vendor.
Complete,Global Consumer Products 2024,Billing Request- 00103053,Melissa Grant,8/5/2024,12/3/2024,Invoice Revision: Credit/Rebill,a6Jat4287096,,Nov; Dec,Late media plan changes from client.
Complete,NASCAR P&Q 2024,Billing Request- 00103054,Andrew Rivera,9/25/2024,1/14/2025,Invoice Revision: Credit/Rebill,a6Jat8283108,PO / IO Mismatch,Feb,Incorrect legal terms delayed PTS.
Complete,NWSL Halftime Sponsorship 2026,Billing Request- 00103055,Tyler Ward,1/2/2026,1/19/2026,Invoice Revision: Credit/Rebill,a6JXt6248047,,Jan,Manual billing entry issue.
Ready for Work,WNBA Incremental Scatter 2025,Billing Request- 00103056,Kevin Parker,12/5/2025,2/2/2026,Invoice Revision: Credit/Rebill,a6JHn2262175,Other Invoice Details,Sep,Invoice details mismatch with approved campaign.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00103057,Connor Mora,7/15/2025,8/6/2025,Invoice Revision: Missed Billing,a6Jat1598129,Late Billing Submission,Nov,Missing supporting documentation from vendor.
Remove/Inactive,NBA Playoffs Campaign 2025,Billing Request- 00103058,Elena Salazar Castillo,11/20/2025,3/2/2026,Invoice Revision: Credit/Rebill,a6JXt3611522,Missing Backup Documentation,May,Missing supporting documentation from vendor.
Remove/Inactive,Confluence Academy 2024,Billing Request- 00103059,Laura Jenkins,5/3/2024,7/29/2024,Invoice Revision: Credit/Rebill,a6Jat9296601,Incorrect Invoice Amount,Sep; Oct,Late media plan changes from client.
Complete,WNBA Incremental Scatter 2024,Billing Request- 00103060,Laura Jenkins,5/20/2024,9/12/2024,Invoice Revision: Credit/Rebill,a6JHn4181403,Other Invoice Details,Jul; Aug,Late media plan changes from client.
Complete,NBA Playoffs Campaign 2025,Billing Request- 00103061,Gabo Munoz,11/4/2025,12/2/2025,Invoice Revision: Missed Billing,a6JXt8811985,Missing Backup Documentation,Sep,Late media plan changes from client.
Complete,Amazon TNF 2024 2024,Billing Request- 00103062,Angelica Herrera Calvo,4/13/2024,4/25/2024,Invoice Revision: Credit/Rebill,a6JXt3917394,Agency Revision Request,Nov,Manual billing entry issue.
Complete,NWSL Halftime Sponsorship 2026,Billing Request- 00103063,Melissa Grant,2/3/2026,5/6/2026,Invoice Revision: Credit/Rebill,a6JHn8396001,Other Invoice Details,May; Jun,Agency submitted updated invoice mapping.
Complete,NASCAR Apex 2025 2025,Billing Request- 00103064,Connor Mora,9/1/2025,9/30/2025,Invoice Copy,a6JHn8854299,Missing Backup Documentation,Jan; Feb,Missing supporting documentation from vendor.
Waiting on Someone Else,NBA Playoffs Campaign 2025,Billing Request- 00103065,Tyler Ward,6/23/2025,10/16/2025,Invoice Revision: Credit/Rebill,a6Jat5467033,Late Billing Submission,Feb,Agency submitted updated invoice mapping.
Ready for Work,NFL Prime Video 2026,Billing Request- 00103066,Kevin Parker,3/30/2026,4/7/2026,Invoice Revision: Missed Billing,a6Jat5186937,Other Invoice Details,Mar; Apr,Agency submitted updated invoice mapping.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00103067,Angelica Herrera Calvo,10/4/2025,12/22/2025,Invoice Revision: Credit/Rebill,a6JHn8938211,Missing Backup Documentation,Mar,Agency submitted updated invoice mapping.
Complete,NFL Prime Video 2025,Billing Request- 00103068,Tyler Ward,11/6/2025,2/25/2026,Invoice Revision: Credit/Rebill,a6JXt2839491,Late Billing Submission,Dec,Manual billing entry issue.
Blocked,NWSL Halftime Sponsorship 2025,Billing Request- 00103069,Melissa Grant,7/5/2025,8/15/2025,Invoice Revision: Missed Billing,a6Jat2502772,Agency Revision Request,Jun,Agency submitted updated invoice mapping.
Complete,DirecTV NASCAR Campaign 2024,Billing Request- 00103070,Angelica Herrera Calvo,12/27/2024,2/16/2025,Invoice Revision: Credit/Rebill,a6JHn5218276,Late Billing Submission,Sep,Manual billing entry issue.
Complete,NBA Playoffs Campaign 2025,Billing Request- 00103071,Elena Salazar Castillo,5/29/2025,7/1/2025,Invoice Revision: Credit/Rebill,a6JHn2558682,Missing Backup Documentation,Jun,Client requested retroactive billing adjustments.
Ready for Work,NBA Playoffs Campaign 2025,Billing Request- 00103072,Angelica Herrera Calvo,8/26/2025,11/15/2025,Invoice Copy,a6JHn9392397,Incorrect Invoice Amount,Jun,Finance validation process delay.
Complete,NWSL Prime Video 2025,Billing Request- 00103073,Angelica Herrera Calvo,11/18/2025,1/22/2026,Invoice Revision: Credit/Rebill,a6JXt4662454,PO / IO Mismatch,Dec,Manual billing entry issue.
Complete,Amazon TNF 2024 2024,Billing Request- 00103074,Sofia Morales,1/23/2024,4/8/2024,Invoice Revision: Credit/Rebill,a6Jat6739594,Agency Revision Request,Mar; Apr,Finance validation process delay.
Complete,NWSL Prime Video 2026,Billing Request- 00103075,Andrew Rivera,3/26/2026,5/2/2026,Invoice Revision: Credit/Rebill,a6Jat6185270,Agency Revision Request,Jan,Manual billing entry issue.
